subject	pid	condition	epochs	context_rows	feature_dimensions	all_features_finite	path_relative_to_data_parent	bytes	sha256
sub-92	59	TRAIN-BOTH-20DB	988	981	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-92_features_v0.1.npz	38310	ee1046f9608fbb473fbb6c3d3aaab9f469b5b60beb44d360a428c587a6f18a4b
sub-92	59	TRAIN-BOTH-10DB	988	981	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-92_features_v0.1.npz	37202	2ae6e3aef80b85d4958d51916b1df0587e40ca12083f047de429ce91a19496b2
sub-92	59	TRAIN-HB1-10DB	988	981	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-92_features_v0.1.npz	38378	dabc5f479ed22638eb44928a9b9149888a640e988050a98f73d7d9043a8fc542
sub-92	59	TRAIN-HB2-10DB	988	981	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-92_features_v0.1.npz	38402	e4610a2418355a45497b9f67930316517fe4328c4958c8f6bbd4ad92331ac466
sub-93	60	TRAIN-BOTH-20DB	878	871	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-93_features_v0.1.npz	34164	a5520dfd49e1ce3cd905b96279d3ccefbf1097aa799261e07325af1e2b37678d
sub-93	60	TRAIN-BOTH-10DB	878	871	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-93_features_v0.1.npz	33313	096bcc62a70a4a90eb2eb36a591d87ab8b91c134a0de7f2b4ac132371572b2e8
sub-93	60	TRAIN-HB1-10DB	878	871	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-93_features_v0.1.npz	34042	48278e6d745cacd8d58dc72879572fac7136949dbf54095052717ba3fe0ef041
sub-93	60	TRAIN-HB2-10DB	878	871	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-93_features_v0.1.npz	34010	b8d5b582f455f63ab4f88798f26da75312c183f5dfddf796e57528d4cd0173d4
sub-94	61	TRAIN-BOTH-20DB	1005	998	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-94_features_v0.1.npz	38683	020f7515e482732b880365ecccaa9eb84fa27d0d25a849c8d09c658038b893ea
sub-94	61	TRAIN-BOTH-10DB	1005	998	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-94_features_v0.1.npz	37732	ce7bacdc28ebe217c9186623a24e66bf2d8eb542f8eaf66a7f83eea6efdb1696
sub-94	61	TRAIN-HB1-10DB	1005	998	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-94_features_v0.1.npz	38286	e5e876e9512599e615c8eac456544cf7235c6b2fa3216707dbed8da5abe74261
sub-94	61	TRAIN-HB2-10DB	1005	998	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-94_features_v0.1.npz	38413	ecc7a20e6098c0323938cbcdab8b2e9b05262cfe712ba7008d56b1184a9e0b0f
sub-95	62	TRAIN-BOTH-20DB	983	976	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-95_features_v0.1.npz	38041	257a2a2213f31b95199b9c195e99558bfb7530bbcda67950844618433b442958
sub-95	62	TRAIN-BOTH-10DB	983	976	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-95_features_v0.1.npz	37147	deda2eb7cf2600816e93b59587c78fa5f52153d22f305601628084bb69d81aa2
sub-95	62	TRAIN-HB1-10DB	983	976	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-95_features_v0.1.npz	38213	522c2245755e87cc1d8188d85c308f24f889aa7b98dddd8deb13f3b3fee23a97
sub-95	62	TRAIN-HB2-10DB	983	976	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-95_features_v0.1.npz	38171	f80f329e0c35ade8c689314e338b1116428dc56300682d5c35d008672aa2301c
sub-96	63	TRAIN-BOTH-20DB	971	964	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-96_features_v0.1.npz	37395	cb1acaf616da56ae97ec9c0fbc45c87671c7052dc1b4bb1dd2dec15c2e5f4a9a
sub-96	63	TRAIN-BOTH-10DB	971	964	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-96_features_v0.1.npz	36391	0f133dc9e6d897d704ef4d47b9ae2feb6ce5d1f91860a3fb1aa45ac15d414749
sub-96	63	TRAIN-HB1-10DB	971	964	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-96_features_v0.1.npz	36591	f662be2e121e27707ddb4059baab7905139268fd1eb2496be0c923a338d2c9fe
sub-96	63	TRAIN-HB2-10DB	971	964	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-96_features_v0.1.npz	36587	fb5614e404a13148884db05e6c3252124ba069557270b5463917a61f9f69aecd
sub-98	65	TRAIN-BOTH-20DB	901	894	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-98_features_v0.1.npz	34889	35d42cd0bffbb7c8a31775b70172b5f190bd90f979ba4a38c230dca2c7aeca2e
sub-98	65	TRAIN-BOTH-10DB	901	894	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-98_features_v0.1.npz	33776	d9e81ca795133afb1400101620bc4cc7bf6b926440104d15678b8d845f5d4c6f
sub-98	65	TRAIN-HB1-10DB	901	894	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-98_features_v0.1.npz	34824	14c212b5720ae746cd4c028d12bfe681cc6643faa2082155136832543ef803f4
sub-98	65	TRAIN-HB2-10DB	901	894	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-98_features_v0.1.npz	34794	8f6b41112737308db91ef925c6df73659329ea4864e2185f5389be29e68fa03b
sub-99	66	TRAIN-BOTH-20DB	1059	1045	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-99_features_v0.1.npz	40875	e83222212fd1a2f4571757f74fcbf13e91f223c1e3fbe59a11b192def727e389
sub-99	66	TRAIN-BOTH-10DB	1059	1045	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-99_features_v0.1.npz	39786	4a0aa8e0283610ef2dfa6236df883cdb72545e9f1dbd929986d689a25710242e
sub-99	66	TRAIN-HB1-10DB	1059	1045	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-99_features_v0.1.npz	40328	c3daea551f6a4d55436500580e28a59b8ef9351045e32f233b043f8727c87571
sub-99	66	TRAIN-HB2-10DB	1059	1045	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-99_features_v0.1.npz	40314	1cd0363aae667c3db782b67f417db53d2c27d16305ddc8221bab7f6258ad2dc2
sub-100	67	TRAIN-BOTH-20DB	996	989	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-100_features_v0.1.npz	38392	8438d90f9e4dab243f4b6456afd675353f40f51686891824dd651a85b9571540
sub-100	67	TRAIN-BOTH-10DB	996	989	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-100_features_v0.1.npz	37222	3482addfd5fce5cea4d5ccd668b57619da0543c74484d9470674a9e6056c0ecc
sub-100	67	TRAIN-HB1-10DB	996	989	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-100_features_v0.1.npz	38324	56b8ff8ff9d9caaf5ef72c4f54685574b62709e7d436891eaedf7aaff5d340eb
sub-100	67	TRAIN-HB2-10DB	996	989	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-100_features_v0.1.npz	38271	cbd60347d08d4b5efc4ff2773c394fa89b97a13486107a10f7a977b57fa80ce4
sub-101	68	TRAIN-BOTH-20DB	935	928	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-101_features_v0.1.npz	36302	351ba01b9adb4d5c8325f1ca00c753706a522e5924b1abca6176bd16bb70a4ad
sub-101	68	TRAIN-BOTH-10DB	935	928	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-101_features_v0.1.npz	35293	286d55ef5ac2f559e4963851d80e66ac08aba820827ea9a4998f9266da475a09
sub-101	68	TRAIN-HB1-10DB	935	928	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-101_features_v0.1.npz	36185	92d9cce51772a23567e743d469a13dfa1196509d29d38bfea28d20619dca8dd8
sub-101	68	TRAIN-HB2-10DB	935	928	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-101_features_v0.1.npz	36158	ffc98ab025a40026e395a9534f67e3f6a3cbfa821c0f1116f447f454392bfb5f
sub-103	71	TRAIN-BOTH-20DB	858	851	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-103_features_v0.1.npz	33490	a7238875f454248f5a44b36ec65c5c808771be85e1d5c3ef02a87cfa333848e6
sub-103	71	TRAIN-BOTH-10DB	858	851	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-103_features_v0.1.npz	32422	281a0dfc47ccef1daf18fee2a0a7d72007b9fc630b309b2ebe359c4ce489e2ec
sub-103	71	TRAIN-HB1-10DB	858	851	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-103_features_v0.1.npz	33410	5dfa594acb494d92cf7f0453594426e1fc519128c5f19b1100d3d1f5643fe434
sub-103	71	TRAIN-HB2-10DB	858	851	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-103_features_v0.1.npz	33551	891e9ff5c74fafb4b9bf666d75b882199e34300ed117dbdac2ecb882ff959c85
sub-104	72	TRAIN-BOTH-20DB	839	832	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-104_features_v0.1.npz	32718	282c715cbc044449c8bb879f9c50572dc01e8384ef6e1214f1eb68d96d9beb24
sub-104	72	TRAIN-BOTH-10DB	839	832	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-104_features_v0.1.npz	31798	e083247b09da1ab76fba814e169d13272200df1bdc3377692e4b65229f4b6d96
sub-104	72	TRAIN-HB1-10DB	839	832	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-104_features_v0.1.npz	32621	fc20ce7370ea9900c23bf2434b6726f81590bc6704a399155e59ca7375223583
sub-104	72	TRAIN-HB2-10DB	839	832	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-104_features_v0.1.npz	32652	75b64eb4d883646fc16fef7cecb164f7ec174dba6e897c2f008417e29b8f7c68
sub-107	75	TRAIN-BOTH-20DB	952	945	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-107_features_v0.1.npz	36942	cc87d7ac47adba16101bad1530d29298bf4062b92338a4f6d11bf0de10c9d5d6
sub-107	75	TRAIN-BOTH-10DB	952	945	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-107_features_v0.1.npz	35827	0c2446b2f3f638af184425b37a5dba91f143a30265671474e5755eab31083a4f
sub-107	75	TRAIN-HB1-10DB	952	945	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-107_features_v0.1.npz	36834	59522e01b7d0e4ef16916affc26aade6ea5110e344e06a586b5424fd49c40a1f
sub-107	75	TRAIN-HB2-10DB	952	945	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-107_features_v0.1.npz	36840	9fadb2b0ee09778ce5cfee2d4efd07f70c10e448eb5fde7c3ca66da3b83aef10
sub-108	76	TRAIN-BOTH-20DB	995	967	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-108_features_v0.1.npz	38694	b5fdb5946b0d25788cf9d562affe88fb0c32a2c91c761a1d2d0728ef6b79a51b
sub-108	76	TRAIN-BOTH-10DB	995	967	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-108_features_v0.1.npz	37685	035ba3ed40a7a665338d461dc8b9ee20693efcb17e340b551d30e9143ff931d5
sub-108	76	TRAIN-HB1-10DB	995	967	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-108_features_v0.1.npz	38541	1c7b0d7f7fe12ed749c9b2f52c1435b4b941b3355c74fc90107af6b2529598be
sub-108	76	TRAIN-HB2-10DB	995	967	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-108_features_v0.1.npz	38691	b5911af9ff726f50631d47c55c65e0f7a037a625c9e7baf723b0e4f0401eb224
sub-109	96	TRAIN-BOTH-20DB	843	836	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-109_features_v0.1.npz	32842	605582ef5eb76749b3636192a339755fa596703914dacc39717c75c7690e80d6
sub-109	96	TRAIN-BOTH-10DB	843	836	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-109_features_v0.1.npz	32281	a50f16f9088bf8a3b9ee7ae7e6881551b0098d962f70028859d76cd0223eab8f
sub-109	96	TRAIN-HB1-10DB	843	836	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-109_features_v0.1.npz	32767	36bd23d975dbe043dea40f03e7af69b0f7d3a2e1064a4be048574f19b9c8f3b0
sub-109	96	TRAIN-HB2-10DB	843	836	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-109_features_v0.1.npz	32744	34430ad867109d2202869df50ca41542be6903e30681adc498dddecf5e1b925f
sub-110	96	TRAIN-BOTH-20DB	953	946	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-110_features_v0.1.npz	37075	f9c2b48fa9d62ee2c5831f92754c4a1e444c2969a12d678a74c7fee9b6fe0c18
sub-110	96	TRAIN-BOTH-10DB	953	946	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-110_features_v0.1.npz	37687	aa8d01b18d72a9b6e4b9f0daa791fa46bca8414d7849e91233a448bca78a2563
sub-110	96	TRAIN-HB1-10DB	953	946	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-110_features_v0.1.npz	36928	9842e798bd2150541571941ddc3d7bdf0ca0e9db5a2218d7077953c156a274c3
sub-110	96	TRAIN-HB2-10DB	953	946	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-110_features_v0.1.npz	38180	44a315b790427a2c145dfef1603ee21e85fa2e748929a50425964b95c44cd10b
sub-111	96	TRAIN-BOTH-20DB	961	954	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-111_features_v0.1.npz	37159	a9be55ef2c5696bab5865816f6e03441cb2deadc1a3f4a7e29c7ad217450ec8d
sub-111	96	TRAIN-BOTH-10DB	961	954	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-111_features_v0.1.npz	36632	952ea0dc96f76a38a497097c85d95e690bacbc4dfbb86beebb1f9ed6e90f1272
sub-111	96	TRAIN-HB1-10DB	961	954	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-111_features_v0.1.npz	37199	4982386857f9762a363e8bd7af7722a9746353c5ae05ab2276b85dcc2c5c43b2
sub-111	96	TRAIN-HB2-10DB	961	954	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-111_features_v0.1.npz	37274	167fcb2bdd8a63b513dd2e79d0060e2dcaaaa723b5b19002d045d750a0b11194
sub-115	98	TRAIN-BOTH-20DB	852	838	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-115_features_v0.1.npz	33125	979d738fa9186346b23e34e751654af8c14230ccef811626f9c9d122e727142b
sub-115	98	TRAIN-BOTH-10DB	852	838	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-115_features_v0.1.npz	32054	ac58938ac58416e5db43967133a401ee798765180ded1112c360c924ba09780f
sub-115	98	TRAIN-HB1-10DB	852	838	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-115_features_v0.1.npz	33076	095da2dbbb8929f7059d66a88c6be5bf39499f43f67d9bd104499f8554c6fcb1
sub-115	98	TRAIN-HB2-10DB	852	838	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-115_features_v0.1.npz	33121	d1ae2ce6306511ea694462929fc1db3e36a0b1045354323fc0b5965c391de530
sub-116	98	TRAIN-BOTH-20DB	864	850	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-116_features_v0.1.npz	33563	a640d217b2cbca67caf54836d7e8ed4d708b67f5e26ca1be5ab8a8408e457418
sub-116	98	TRAIN-BOTH-10DB	864	850	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-116_features_v0.1.npz	32494	9605f06143f09031833faa583cd1d4f41380048622d369da3f53a3fb4d29fa9d
sub-116	98	TRAIN-HB1-10DB	864	850	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-116_features_v0.1.npz	33502	a5e66130dc66fd1307db5125c96ab3000354aa75061ed38f8b63e784bfbf67a5
sub-116	98	TRAIN-HB2-10DB	864	850	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-116_features_v0.1.npz	33526	8222f73bcbd9e0a77dd0c2869a198bd917a70d9f7a456025e3742150f36b6b7f
sub-117	98	TRAIN-BOTH-20DB	793	786	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-117_features_v0.1.npz	30698	d5b4af506332dbaaf8001e7303c203e8c2b25b958b33cbe6ab6db02289e1152c
sub-117	98	TRAIN-BOTH-10DB	793	786	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-117_features_v0.1.npz	30559	b8cd38f06639d8a8dfbf2956eda641c5ea3a0a49fbf841fe08dbb6de96f8255e
sub-117	98	TRAIN-HB1-10DB	793	786	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-117_features_v0.1.npz	30806	c32d58b7239944c4b9dbbf2cb08dde8087ee77d372306f82079e10a6887cd58d
sub-117	98	TRAIN-HB2-10DB	793	786	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-117_features_v0.1.npz	30870	fc827992156fa6102ad92cf703d70300fcf88a0bd1f30781d96bbdeefa3e1048
sub-118	99	TRAIN-BOTH-20DB	885	871	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-118_features_v0.1.npz	34248	5f3ea8437e91b5f449068cb76f690e176a31b3a7a7229fdea7085a3a80e9bfb6
sub-118	99	TRAIN-BOTH-10DB	885	871	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-118_features_v0.1.npz	33219	f2e4642a4e8c94bdb279ade375a5277232ff5b19d6534043041e0647ab4a82e9
sub-118	99	TRAIN-HB1-10DB	885	871	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-118_features_v0.1.npz	34129	354850dda510f7e8081c972ee69aa0836001d3d81c8d94f21426c3a8f149551f
sub-118	99	TRAIN-HB2-10DB	885	871	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-118_features_v0.1.npz	34176	6bf2d31c50680caeacfa533ea76cffaf59186b131228bf031c78f4387205d449
sub-119	99	TRAIN-BOTH-20DB	898	891	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-119_features_v0.1.npz	34779	44bf803e5d712c6381511f539bfd6168fa3a420a95d1233aeba382b241a9367c
sub-119	99	TRAIN-BOTH-10DB	898	891	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-119_features_v0.1.npz	33799	08a2fc1ef79c22dca5b426b1b1645ac4c4b4692c68f2dc8861f78fb58af45dd4
sub-119	99	TRAIN-HB1-10DB	898	891	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-119_features_v0.1.npz	34662	ed2f3ef8e949ec4b843eb1b8b36cc488c42cfd48049a7e1e9a3602e770ae63f1
sub-119	99	TRAIN-HB2-10DB	898	891	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-119_features_v0.1.npz	34702	9630e10c85effcfb6ae5168308368f6622379420c8324ee8d638f4438b928c91
sub-120	99	TRAIN-BOTH-20DB	789	782	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-120_features_v0.1.npz	30429	a4231595db0ba1aa744621428eab17fd81bb75f9d958d3a1512c038d68d32e7f
sub-120	99	TRAIN-BOTH-10DB	789	782	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-120_features_v0.1.npz	30241	ffe34d32c8cbc6a8a1e1a9ac4a1e5026feb8c61d3feb9cd4e2bb6bfb4b0c95df
sub-120	99	TRAIN-HB1-10DB	789	782	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-120_features_v0.1.npz	30371	5c2db3a0d71975da5aea8132414dce36cfbe6f42c0d743a0d8b6507a0bc4e688
sub-120	99	TRAIN-HB2-10DB	789	782	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-120_features_v0.1.npz	30418	46017a802008f4841b20202a95a408063ec476f9fc7b1d1da790cdf2dc3d6c3d
sub-121	100	TRAIN-BOTH-20DB	893	886	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-121_features_v0.1.npz	34101	6b1d5c8316af7eb342ae6747fa6590fcf87cbf43f9c726f11a56683cf49eb2c4
sub-121	100	TRAIN-BOTH-10DB	893	886	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-121_features_v0.1.npz	33846	6f9fc452f56c212212b53c74ef4017e0caba689453c3be535352800bb52fc3fc
sub-121	100	TRAIN-HB1-10DB	893	886	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-121_features_v0.1.npz	34563	2998818d1e9a22f6049bb05fd0d8c307e5880b8b34082599edcdcccd87ff5af6
sub-121	100	TRAIN-HB2-10DB	893	886	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-121_features_v0.1.npz	34578	b25094708230be59d4d884b4c9121cd4ceec9267ba72a389cb0f22e6cd6b2eff
sub-122	101	TRAIN-BOTH-20DB	876	869	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-122_features_v0.1.npz	33875	8dfab1e39b14d781eb480933fe1f5b680cbbb7f63f872c04aacfe5d4e5614b33
sub-122	101	TRAIN-BOTH-10DB	876	869	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-122_features_v0.1.npz	33719	83f1012e91886e2e03bd80de23f7c242697bc933b25c0ec11eca78bc3201b952
sub-122	101	TRAIN-HB1-10DB	876	869	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-122_features_v0.1.npz	33893	751c766c510e1a17df341efca156766a03930d777cc4f144b339bbb8d3981a3e
sub-122	101	TRAIN-HB2-10DB	876	869	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-122_features_v0.1.npz	33720	f12522b36c64ffbf50733fe7910984e3de6194383fa83c3a3fd6bfaee4cc5528
sub-125	104	TRAIN-BOTH-20DB	975	961	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-125_features_v0.1.npz	37619	0ec925eaa2f82d7fbab7e6245c3f8b26fec73d1efd37f5bdbeddbc26cf157c59
sub-125	104	TRAIN-BOTH-10DB	975	961	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-125_features_v0.1.npz	37266	23d13b55763d385747a4670e4e39151de6f0f4c809f7a2802c08d8ae04059233
sub-125	104	TRAIN-HB1-10DB	975	961	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-125_features_v0.1.npz	37567	395660b83d4884234a0f66ad3f006d2b5d9f44ebe364c14676f07d0cf50ed34f
sub-125	104	TRAIN-HB2-10DB	975	961	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-125_features_v0.1.npz	37579	7f85a652266de7c1fbdc9839c4954638c86cd302d600b77a42126731c0a46313
sub-128	108	TRAIN-BOTH-20DB	820	806	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_20db/sub-128_features_v0.1.npz	31850	5ce2b60d51f6330cd9351050b83a0bb5b8bdd450a53682a5b5444c6cfb9fdd70
sub-128	108	TRAIN-BOTH-10DB	820	806	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/both_10db/sub-128_features_v0.1.npz	30839	54e52d06eb4abfd769656b34e77a0057956f8f858ef435b370bb1bd45479b4c6
sub-128	108	TRAIN-HB1-10DB	820	806	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb1_10db/sub-128_features_v0.1.npz	31778	db0fbb6122e240f716f422669a3d0f89b023c20bc9d61459dfa60cf43179b36d
sub-128	108	TRAIN-HB2-10DB	820	806	10	True	derived/block8_noise_augmented_training_v0.1/recording_features/train/hb2_10db/sub-128_features_v0.1.npz	31825	ddd7e2277898ced0458a4e7c02ed16c2537ba8dd18f3abc35c346a8ac28fe044
